place,categories,user code,title,review,rating,date
Little Havana,Neighborhoods,sylvia642016,Must do when in Miami,This is one of those things that's a must do when in Miami if only to get some insight into the Cuban influence on music and lifestyle in this part of the US. The area isn't very big but there's a nice buzz around the place.,40,September 2019
Little Havana,Neighborhoods,jcardonapr,Vacations visit,The eighth street is colorful. The Cuban art is excellent.  The Cuban food is excellent.  The people is very friendly.  Very good place to hang out..,50,October 2019
Little Havana,Neighborhoods,GGGang,Not at all what I expected - disappointing," If you don’t put this on your to see list, you won’t have missed much.",30,October 2019
Brickell City Center,Shopping Malls,Annieworks,Shopping ,I had a great time.,50,September 2018
Brickell City Center,Shopping Malls,douglasafteroffice,High Life style,"Amazing, People, Service and dinks, food, Host, Vip and promotores, sucurity, Cheers, Thanks 4 All!!",50,August 2018
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",212carolinac,I really like it,What I would change is the music that is played as part of the concerts that are held every now and then there. I think that they have nothing to do with the concept of the place and the ambiance.,40,July 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Gatorartlady,Photographers paradise,Stroll the design district after dark and bring your camera.  There are beautiful photo spots around every corner.  If you get tired of walking take an escalator upstairs and relax in the swings.,40,May 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",oneupstatenewyorker,Wow - quite a place to spend lots of money!,"While we didn't get to see as many aspects of the Design District as we'd hoped to, due to time constraints, we saw enough to see that this represented some very high end shopping, but in a casual atmosphere, with streets which were comfortable for strolling and seeing lots of both high end fashion, and interesting design elements.  Would love to return to see a bit more!  The restaurants were casual but very nice as well.",40,May 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",RRaposoMiami,High end and stylish,"If you're looking for the complete opposite of the nearby Wynwood area, this is the place. Clean, neat, modern, new buildings, lots of public art, lots of palms and all around landscaping... and of course a bevy of hi-end designer stores. Lots of easy parking locations, plus valet. A great place for photo lovers, super backdrops to shoot. Great to visit in afternoon when most stores are closed just to stroll and grab a drink or bite.",40,May 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",dianapP9241FG,nice to see ,"We come here for 1 time and its was nice place, with nice restaurants nice shops,and just walk around also bring you good mood",50,June 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",foodfan131313,great place to walk around on friday evening,"Its still pretty new but the neighborhood is growing fast.  High end stores, good restaurants, lots of art galleries and free concerts on the palm court most Friday evenings.",40,June 2019
Brickell City Center,Shopping Malls,MercedesS453,Miami's Newest Shopping Area is a Must,"Stores ranged from regular chains to upper-end designer.  There is definitely something for everyone at Brickell City Centre.  Dining options are varied, and I wished I had more time to try out various restaurants.  Pricing for food is higher due to area/newness, but not unreasonable (definitely cheaper than South Beach area).   You could easily spend 1/2 day here, shoppiing, dining/cocktails.",50,August 2018
Brickell City Center,Shopping Malls,VP315,Nice additional to Brickell!,Only annoying thing is trying to get an uber home cause traffic gets crazy and can take awhile. But you do get a nice view of downtown and get to take some cool pictures.,50,May 2018
Little Havana,Neighborhoods,Mathilde R,Simply my favourite in Miami,"You can't be in Miami without going to Little Havana. It's actually my favourite there. The vibe in Calle Ocho you can't describe, it's magical. Lots of food joints, cafés and bars to stop at. Don't miss out!",50,April 2019
Little Havana,Neighborhoods,ProvVA,Love,Loved this area. Lots of food and music with some unique shops. The culture / vibe was just we had expected. If we ever visit Miami again...little Havana will be on our list.,50,September 2019
Little Havana,Neighborhoods,Andrew M,Great to visit on a layover,"You will definitely need more than a few hours if you plan to view all, but it is a great area to visit if you are interested in Cuban history and culture. As it is near to the airport, it is easily reached without the problems of Miami traffic.",50,September 2019
Little Havana,Neighborhoods,AngelK916,Fun times in Little Havana,"We were first in Little Havana as part of the city sightseeing tour, visited the cigar shop, sampled some Cuban coffee, and just hung out with the giant ceramic chickens.  Then on our last day we went back on our own and had lunch at a great restaurant that had live music, Mojitos with bubbles and great Cuban food.  ",50,November 2018
Little Havana,Neighborhoods,Boris M,District with it's own atmosphere,"Really loved this place. I had a feeling like I'm in some other country all of a sudden. It has it's unique style that you can't see anywhere else in Miami. People there are also very nice, I even brought some cigars there, and got some tips on them from the seller!",40,October 2019
Brickell City Center,Shopping Malls,BDS400,Beautiful Venue,"This Center is beautiful. Great food venues (cucina casa Tua, pubbelly, céntrale to name a few)plus movies and the East hotel. You can make an afternoon or night of it.  Shopping is too expensive but they are adding shops all the time.",50,July 2018
Brickell City Center,Shopping Malls,Mohammed S,Visit the mall,"It's 3 building mall I enjoyed it, you can find a variety of shops from normal to prestige brands also it's an outdoor you can see the street life while walking between the buildings",50,September 2018
Brickell City Center,Shopping Malls,pgolden1,Miami Yeah,This complex is a nice addition to the Brickell area.  There are numerous fine dining options as well as casual dining options.  The three floors of stores with its open space make this a very fun venue. ,50,September 2018
Bayside Marketplace,"Points of Interest & Landmarks, Shopping Malls",DellaLB,Miami vacay,Bayside Marketplace was an amazing place to shop and experience! My daughters and I really enjoyed the visit.,50,July 2020
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Pioneer665073,One place that must be visited. Nice to walk around and many places to choose for lunch or dinner.,"The Design District is a fun place to visit. Many nice stores to shop from or look around. There are many name brand name and elegant stores.  Many Restaurants to choose from, some a little costly, but delicious food. The place is very nice to walk and look around. Check the calendar, many especial events happen at the Miami Design District.  I have visited a couple of times around the year and it is always a nice place to visit. ",50,December 2018
